,Restaurant Name,City,Cuisine,Meal Name,Meal Price (€),Restaurant Rating,Meal Rating
951,Elegant Delights Bremerhaven,Bremerhaven,Turkish,Kumpir,5.32,3.2,4.1
952,Grand Gastronomy Bielefeld,Bielefeld,German,Pretzel & Beer,73.82,3.3,2.7
953,Fusion Pizza House Berlin,Berlin,French,Escargots,52.78,4.2,3.6
954,Smoky Tavern Wuppertal,Wuppertal,Mexican,Sopes,72.19,1.3,2.4
955,Golden Grill Stuttgart,Stuttgart,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),33.98,3.5,3.7
956,Sizzling Corner Magdeburg,Magdeburg,German,Currywurst,73.04,2.8,2.2
957,Spicy Grill Mainz,Mainz,Mediterranean,Kibbeh,19.48,3.1,4.8
958,Savory House Augsburg,Augsburg,German,Haxe (Pork Knuckle),66.99,3.0,2.7
959,Heavenly Burger Spot Potsdam,Potsdam,Japanese,Tempura,69.0,1.6,1.6
960,Fresh Resto Leipzig,Leipzig,Mediterranean,Kibbeh,58.3,1.1,4.3
961,Flavorful Tavern Göttingen,Göttingen,Indian,Pav Bhaji,58.69,2.9,1.1
962,Savory Oasis Dortmund,Dortmund,Indian,Gulab Jamun,71.76,1.6,3.5
963,Heavenly Bistro Cologne,Cologne,Italian,Calzone,72.55,2.4,3.9
964,Yummy Bistro Bremerhaven,Bremerhaven,Chinese,Char Siu Pork,15.4,3.1,2.5
965,Crispy Eats Münster,Münster,German,Spätzle,69.34,4.4,4.5
966,Flavorful Gastronomy Oberhausen,Oberhausen,German,Eisbein mit Sauerkraut,41.71,3.4,2.7
967,Grand Resto Mülheim,Mülheim,Italian,Calzone,33.78,4.7,2.8
968,Divine Tavern Herne,Herne,German,Bratwurst,43.24,3.7,1.8
969,Sizzling Food Spot Cologne,Cologne,Indian,Palak Paneer,74.68,3.4,4.1
970,Vibrant Oasis Dortmund,Dortmund,French,Escargots,75.12,4.8,3.9
971,Grand Cellar Göttingen,Göttingen,Thai,Tom Yum Soup,46.23,3.5,2.7
972,Vibrant Kitchen Mannheim,Mannheim,French,Croissant,4.02,4.7,2.4
973,Crispy Oasis Aachen,Aachen,French,Escargots,55.33,2.9,3.0
974,Divine Flavors Wolfsburg,Wolfsburg,German,Currywurst,29.6,1.7,3.7
975,Sizzling Pizza House Dresden,Dresden,Indian,Rogan Josh,42.91,3.6,4.7
976,Vibrant Burger Spot Wuppertal,Wuppertal,Turkish,Etli Ekmek,32.02,4.2,2.8
977,Vibrant Corner Braunschweig,Braunschweig,Japanese,Chirashi Sushi,74.05,4.4,2.3
978,Grand Den Trier,Trier,Mediterranean,Kibbeh,31.5,2.1,2.7
979,Flavorful Kitchen Bergisch Gladbach,Bergisch Gladbach,Japanese,Takoyaki,33.84,4.7,4.2
980,Authentic Pizza House Pforzheim,Pforzheim,Indian,Chole Bhature,57.38,3.7,2.8
981,Succulent Gastronomy Bremerhaven,Bremerhaven,Japanese,Shabu Shabu,25.76,4.8,3.4
982,Savory Diner Herne,Herne,Indian,Aloo Paratha,49.49,4.7,2.2
983,Grand Retreat Siegen,Siegen,Indian,Dosa,22.54,3.3,4.4
984,Vibrant Burger Spot Nuremberg,Nuremberg,Chinese,Sweet & Sour Chicken,41.27,4.3,3.6
985,Exquisite Den Stuttgart,Stuttgart,Mediterranean,Paella,46.99,3.5,3.7
986,Tasty Oasis Bielefeld,Bielefeld,Thai,Panang Curry,60.92,2.7,2.9
987,Tasty Corner Kassel,Kassel,Japanese,Udon Noodles,13.24,2.7,4.1
988,Savory Table Nuremberg,Nuremberg,Italian,Tagliatelle al Tartufo,77.04,1.4,4.4
989,Elegant Palace Salzgitter,Salzgitter,German,Schnitzel,78.65,4.6,1.4
990,Vibrant Oasis Trier,Trier,Mediterranean,Grilled Halloumi,36.84,5.0,1.3
991,Juicy House Magdeburg,Magdeburg,Indian,Paneer Butter Masala,39.08,4.9,3.3
992,Authentic Burger Spot Hamburg,Hamburg,Mediterranean,Shakshuka,21.56,2.6,1.1
993,Zesty Cafe Bielefeld,Bielefeld,German,Rinderroulade,52.27,4.3,2.8
994,Crispy Cellar Stuttgart,Stuttgart,German,Kartoffelsalat,15.15,3.8,4.7
995,Juicy Resto Bottrop,Bottrop,Mexican,Burrito,38.36,2.5,2.3
996,Sizzling Resto Essen,Essen,Mexican,Quesadilla,26.97,1.4,3.8
997,Divine Retreat Dresden,Dresden,Italian,Fettuccine Alfredo,65.51,3.1,3.1
998,Fusion Delights Salzgitter,Salzgitter,German,Spätzle,4.79,4.8,4.1
999,Tasty Cafe Wolfsburg,Wolfsburg,Japanese,Shabu Shabu,68.09,3.5,5.0
1000,Smoky Resto Hanover,Hanover,Italian,Lasagna,33.41,4.6,3.4
1001,Yummy Pizza House Heidelberg,Heidelberg,Thai,Massaman Curry,30.54,1.4,2.0
1002,Sizzling Resto Essen,Essen,Italian,Penne Arrabbiata,9.94,4.0,5.0
1003,Spicy Table Bielefeld,Bielefeld,Mediterranean,Saganaki,42.85,4.2,2.6
1004,Vibrant Barbecue Augsburg,Augsburg,Thai,Mango Sticky Rice,6.78,2.9,4.9
1005,Rustic Oasis Oberhausen,Oberhausen,Japanese,Ramen Bowl,56.71,2.1,4.7
1006,Exquisite Food Spot Siegen,Siegen,Mediterranean,Dolma,17.65,2.1,2.2
1007,Heavenly Flavors Oberhausen,Oberhausen,Chinese,Sesame Chicken,24.98,4.2,4.3
1008,Fresh Grill Pforzheim,Pforzheim,Japanese,Chirashi Sushi,49.89,1.6,4.6
1009,Sizzling Oasis Halle (Saale),Halle (Saale),Turkish,Döner Kebab,15.3,2.5,4.1
1010,Flavorful Heaven Aachen,Aachen,Japanese,Yakitori,28.02,1.5,2.2
1011,Flavorful Cuisine Berlin,Berlin,French,Coq au Vin,27.4,1.1,1.7
1012,Exquisite Cellar Pforzheim,Pforzheim,Japanese,Chirashi Sushi,3.88,4.7,2.2
1013,Crispy Heaven Trier,Trier,Italian,Bruschetta,24.43,3.9,2.3
1014,Sizzling Heaven Chemnitz,Chemnitz,Mediterranean,Greek Salad,55.38,4.4,2.0
1015,Vibrant Kitchen Chemnitz,Chemnitz,Mexican,Ceviche,55.78,4.1,3.9
1016,Authentic Cuisine Bremerhaven,Bremerhaven,Mexican,Enchiladas,75.23,3.7,1.8
1017,Gourmet Diner Braunschweig,Braunschweig,Indian,Ras Malai,26.42,1.9,3.6
1018,Juicy Den Hanover,Hanover,Mediterranean,Moussaka,76.2,2.7,3.9
1019,Juicy Cuisine Aachen,Aachen,French,Moules Marinières,54.45,2.0,3.5
1020,Flavorful Corner Münster,Münster,Turkish,Lahmacun Wrap,39.65,4.2,1.2
1021,Succulent Feast Heilbronn,Heilbronn,Mexican,Ceviche,14.08,2.0,4.5
1022,Delicious Burger Spot Wuppertal,Wuppertal,Indian,Samosa,58.93,3.4,4.2
1023,Smoky Nest Bochum,Bochum,Mediterranean,Moussaka,49.53,3.5,4.4
1024,Grand Grill Mülheim,Mülheim,Thai,Panang Curry,18.36,1.4,1.4
1025,Divine Resto Mannheim,Mannheim,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),13.51,1.1,1.5
1026,Delicious Oasis Salzgitter,Salzgitter,Chinese,Century Egg Congee,19.19,3.9,2.9
1027,Sizzling Grove Dortmund,Dortmund,French,Croissant,40.56,3.3,3.3
1028,Royal Feast Cologne,Cologne,German,Eisbein mit Sauerkraut,68.27,1.6,1.6
1029,Fresh Den Aachen,Aachen,Italian,Penne Arrabbiata,44.16,2.3,1.3
1030,Royal Cafe Koblenz,Koblenz,Italian,Bruschetta,22.2,3.2,3.2
1031,Savory Grill Wuppertal,Wuppertal,Japanese,Onigiri,47.89,3.1,2.4
1032,Cozy Tavern Dortmund,Dortmund,Chinese,Mapo Tofu,66.39,1.2,5.0
1033,Sizzling Pizza House Duisburg,Duisburg,Japanese,Udon Noodles,59.88,3.1,3.2
1034,Vibrant Heaven Göttingen,Göttingen,Turkish,Etli Ekmek,10.0,2.9,3.6
1035,Yummy Tavern Potsdam,Potsdam,Thai,Khao Pad Sapparod (Pineapple Fried Rice),56.47,3.2,2.8
1036,Yummy Flavors Essen,Essen,Italian,Lasagna,36.99,4.8,4.3
1037,Juicy Grill Hanover,Hanover,Mediterranean,Tzatziki,28.03,1.8,3.2
1038,Exotic Food Spot Trier,Trier,French,Baguette with Cheese,27.22,4.9,4.3
1039,Juicy Food Spot Regensburg,Regensburg,Thai,Som Tum (Papaya Salad),49.23,2.8,2.9
1040,Juicy Cuisine Berlin,Berlin,Japanese,Udon Noodles,30.14,2.5,4.7
1041,Divine Tavern Chemnitz,Chemnitz,Mediterranean,Saganaki,7.14,2.2,4.4
1042,Gourmet Corner Düsseldorf,Düsseldorf,Chinese,Peking Duck,69.58,3.7,3.1
1043,Zesty Bistro Essen,Essen,German,Matjes Brötchen,77.75,3.8,4.0
1044,Juicy Nest Essen,Essen,German,Rinderroulade,27.26,2.9,4.8
1045,Crispy Retreat Cologne,Cologne,Italian,Fettuccine Alfredo,66.99,2.1,1.6
1046,Delicious Feast Pforzheim,Pforzheim,Turkish,Adana Kebab,22.63,2.1,4.4
1047,Juicy Den Reutlingen,Reutlingen,French,Croissant,45.0,4.8,2.4
1048,Exotic Hub Hamburg,Hamburg,Japanese,Chirashi Sushi,10.86,1.9,4.9
1049,Juicy Flavors Stuttgart,Stuttgart,Japanese,Unagi Don,56.6,3.8,4.7
1050,Flavorful Cuisine Wolfsburg,Wolfsburg,German,Weißwurst,10.96,2.8,2.1
1051,Golden Retreat Bielefeld,Bielefeld,Thai,Pad Kra Pao,10.06,2.1,3.2
1052,Spicy Delights Wolfsburg,Wolfsburg,German,Spätzle,51.54,4.0,3.5
1053,Elegant Table Koblenz,Koblenz,Chinese,Sweet & Sour Chicken,68.12,5.0,4.8
1054,Fusion Cellar Heidelberg,Heidelberg,Mediterranean,Greek Salad,25.43,4.3,3.0
1055,Exquisite Feast Bergisch Gladbach,Bergisch Gladbach,Mexican,Sopes,4.5,3.8,1.6
1056,Divine Eats Munich,Munich,Mediterranean,Tabbouleh,59.26,2.7,4.2
1057,Sizzling Grove Munich,Munich,French,French Onion Soup,34.83,1.7,2.4
1058,Tasty Diner Hamburg,Hamburg,Thai,Khao Pad Sapparod (Pineapple Fried Rice),39.46,3.7,3.3
1059,Succulent Flavors Salzgitter,Salzgitter,Indian,Pav Bhaji,67.59,3.3,4.7
1060,Exquisite Cuisine Münster,Münster,German,Bratwurst,52.91,1.0,4.0
1061,Flavorful Grill Wolfsburg,Wolfsburg,Indian,Pav Bhaji,15.09,2.6,4.6
1062,Savory Diner Mannheim,Mannheim,French,Croissant,60.98,2.1,3.5
1063,Tasty Palace Wolfsburg,Wolfsburg,Italian,Tiramisu,17.58,4.4,4.9
1064,Juicy Feast Wuppertal,Wuppertal,Mediterranean,Baba Ganoush,20.41,3.2,1.6
1065,Vibrant Heaven Berlin,Berlin,Turkish,Köfte,18.85,2.6,1.8
1066,Authentic Feast Mülheim,Mülheim,Mediterranean,Dolma,54.43,4.6,3.6
1067,Exquisite House Göttingen,Göttingen,Thai,Massaman Curry,6.84,4.1,1.6
1068,Zesty Feast Heidelberg,Heidelberg,German,Labskaus,15.04,1.6,3.9
1069,Flavorful Diner Berlin,Berlin,Mediterranean,Shawarma,13.62,1.0,4.2
1070,Savory Corner Potsdam,Potsdam,Mexican,Guacamole & Chips,40.57,1.9,2.8
1071,Cozy Gastronomy Halle (Saale),Halle (Saale),Mediterranean,Falafel,79.98,3.7,1.4
1072,Juicy Corner Bochum,Bochum,French,Croissant,22.39,4.5,1.5
1073,Grand Den Münster,Münster,Italian,Gnocchi,55.17,3.5,2.5
1074,Exquisite Pizza House Stuttgart,Stuttgart,Mexican,Chiles Rellenos,29.39,3.8,1.6
1075,Delicious House Nuremberg,Nuremberg,Chinese,Sweet & Sour Chicken,23.59,2.3,4.6
1076,Vibrant Food Spot Bielefeld,Bielefeld,Chinese,Steamed Fish with Ginger,11.58,2.1,2.8
1077,Rustic Flavors Halle (Saale),Halle (Saale),Japanese,Chirashi Sushi,23.54,2.3,2.6
1078,Juicy Resto Bielefeld,Bielefeld,Mediterranean,Spanakopita,38.83,1.5,1.8
1079,Authentic Grill Chemnitz,Chemnitz,Thai,Khao Soi,13.87,4.7,2.3
1080,Delicious Table Cologne,Cologne,Mexican,Fajitas,25.77,5.0,2.0
1081,Smoky Flavors Oberhausen,Oberhausen,Indian,Gulab Jamun,18.51,4.4,1.6
1082,Flavorful Cuisine Augsburg,Augsburg,German,Currywurst,48.3,4.6,2.5
1083,Grand Den Mülheim,Mülheim,Mexican,Mole Poblano,67.56,3.5,1.9
1084,Tasty Heaven Düsseldorf,Düsseldorf,Italian,Gnocchi,48.82,2.6,3.3
1085,Royal Barbecue Magdeburg,Magdeburg,Chinese,Sweet & Sour Chicken,47.64,1.4,2.9
1086,Divine Resto Potsdam,Potsdam,French,Moules Marinières,53.66,2.1,3.2
1087,Cozy Bites Potsdam,Potsdam,Chinese,Peking Duck,46.73,2.5,3.5
1088,Divine Resto Braunschweig,Braunschweig,German,Bratwurst,1.95,1.4,3.8
1089,Tasty Cafe Kassel,Kassel,Mediterranean,Falafel,24.3,3.9,4.1
1090,Fusion Resto Duisburg,Duisburg,Indian,Dal Makhani,21.21,1.6,4.9
1091,Fusion Table Salzgitter,Salzgitter,French,Crème Brûlée,33.84,4.8,2.8
1092,Smoky Barbecue Hamburg,Hamburg,Mediterranean,Tzatziki,69.19,1.6,4.5
1093,Royal Nest Wolfsburg,Wolfsburg,Mexican,Ceviche,42.78,3.1,3.9
1094,Succulent Eats Bremerhaven,Bremerhaven,Mediterranean,Spanakopita,47.25,4.7,1.7
1095,Fusion Bites Göttingen,Göttingen,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),23.08,2.7,1.7
1096,Flavorful Corner Trier,Trier,Mexican,Mole Poblano,39.22,3.3,2.9
1097,Cozy Retreat Lübeck,Lübeck,Chinese,Bok Choy Stir Fry,14.85,1.4,4.6
1098,Gourmet Diner Berlin,Berlin,Mexican,Sopes,10.18,1.7,4.3
1099,Flavorful Feast Mülheim,Mülheim,German,Leberkäse,45.9,5.0,3.0
1100,Sizzling Eats Gelsenkirchen,Gelsenkirchen,Indian,Pani Puri,41.38,3.2,2.0
1101,Flavorful Grill Bremerhaven,Bremerhaven,Japanese,Takoyaki,49.98,4.1,3.5
1102,Elegant Food Spot Oberhausen,Oberhausen,Chinese,Bok Choy Stir Fry,12.17,3.5,2.1
1103,Tasty Tavern Bottrop,Bottrop,Thai,Pad Thai,77.21,1.2,1.0
1104,Yummy Diner Göttingen,Göttingen,Mexican,Chiles Rellenos,27.28,5.0,2.3
1105,Zesty Pizza House Trier,Trier,Indian,Biryani,25.08,1.2,4.0
1106,Rustic Cellar Bochum,Bochum,French,Coq au Vin,24.21,1.6,4.0
1107,Sizzling Corner Lübeck,Lübeck,Mediterranean,Moussaka,66.09,3.9,4.1
1108,Exquisite Pizza House Siegen,Siegen,Thai,Pad Kra Pao,76.18,1.4,4.6
1109,Fresh Corner Stuttgart,Stuttgart,Thai,Satay Skewers,3.82,2.2,4.7
1110,Delicious Corner Bergisch Gladbach,Bergisch Gladbach,Thai,Khao Pad Sapparod (Pineapple Fried Rice),57.14,3.7,1.9
1111,Succulent Burger Spot Cologne,Cologne,Mexican,Pozole,60.67,2.1,2.7
1112,Delicious Cellar Lübeck,Lübeck,French,Tarte Tatin,33.75,3.8,4.3
1113,Smoky Feast Dresden,Dresden,Mexican,Quesadilla,62.45,4.0,4.6
1114,Smoky Hub Heidelberg,Heidelberg,Turkish,Şiş Kebab,9.96,3.2,3.2
1115,Sizzling Pizza House Siegen,Siegen,Italian,Tiramisu,3.86,2.2,3.5
1116,Cozy Delights Erlangen,Erlangen,Indian,Tandoori Chicken,69.49,3.7,4.7
1117,Delicious Den Wolfsburg,Wolfsburg,Mexican,Mole Poblano,35.53,3.3,1.6
1118,Royal Food Spot Mainz,Mainz,Italian,Gnocchi,10.5,4.5,2.1
1119,Divine Heaven Nuremberg,Nuremberg,French,Moules Marinières,17.73,4.7,2.3
1120,Fresh Feast Salzgitter,Salzgitter,Mexican,Horchata,57.24,4.6,2.1
1121,Fresh Pizza House Dortmund,Dortmund,French,Baguette with Cheese,76.53,5.0,1.0
1122,Succulent Gastronomy Dortmund,Dortmund,Mexican,Nachos,75.66,2.6,1.3
1123,Fresh Retreat Aachen,Aachen,German,Rinderroulade,24.76,2.7,4.7
1124,Sizzling Gastronomy Heidelberg,Heidelberg,Italian,Pasta Carbonara,70.74,3.5,2.1
1125,Sizzling Diner Wolfsburg,Wolfsburg,German,Bratwurst,62.36,4.4,4.4
1126,Elegant Hub Heidelberg,Heidelberg,French,Macarons,9.77,1.9,1.9
1127,Fresh Corner Siegen,Siegen,Mexican,Guacamole & Chips,79.16,3.1,2.3
1128,Heavenly Resto Leipzig,Leipzig,Turkish,Menemen,21.16,1.4,2.7
1129,Fresh Gastronomy Bremerhaven,Bremerhaven,Mediterranean,Greek Salad,22.73,3.9,4.4
1130,Golden Nest Chemnitz,Chemnitz,Thai,Pad Thai,22.51,2.4,3.8
1131,Flavorful Delights Oberhausen,Oberhausen,French,Moules Marinières,56.05,1.5,2.8
1132,Vibrant Grove Reutlingen,Reutlingen,Italian,Gnocchi,59.06,2.9,1.5
1133,Savory Bistro Cologne,Cologne,Chinese,Steamed Fish with Ginger,46.72,3.1,2.7
1134,Elegant Heaven Duisburg,Duisburg,Thai,Panang Curry,37.99,1.8,4.6
1135,Divine Eats Cologne,Cologne,Japanese,Tonkatsu,32.79,2.2,1.4
1136,Divine Retreat Munich,Munich,Indian,Chole Bhature,32.04,4.5,3.2
1137,Zesty Retreat Erlangen,Erlangen,German,Leberkäse,38.87,3.0,5.0
1138,Divine Cellar Oberhausen,Oberhausen,German,Maultaschen,64.7,2.7,3.2
1139,Savory Bistro Braunschweig,Braunschweig,Indian,Butter Chicken,77.23,2.7,2.7
1140,Gourmet Bistro Gelsenkirchen,Gelsenkirchen,Turkish,Adana Kebab,1.72,3.6,2.5
1141,Exquisite Cellar Kassel,Kassel,Japanese,Onigiri,2.68,3.9,3.7
1142,Authentic Grove Cologne,Cologne,Italian,Caprese Salad,38.63,4.2,2.6
1143,Exquisite Heaven Cologne,Cologne,Mediterranean,Briam,46.63,1.7,1.1
1144,Fresh Pizza House Leverkusen,Leverkusen,Italian,Tiramisu,74.55,3.5,4.4
1145,Delicious Table Reutlingen,Reutlingen,Turkish,Baklava,38.17,2.6,2.7
1146,Succulent Food Spot Mülheim,Mülheim,Chinese,Lotus Root Salad,60.23,3.1,4.7
1147,Exquisite Corner Trier,Trier,Mediterranean,Tzatziki,21.05,2.1,3.7
1148,Tasty Palace Augsburg,Augsburg,Mexican,Ceviche,6.08,4.8,3.8
1149,Royal Pizza House Gelsenkirchen,Gelsenkirchen,Chinese,Sichuan Hot Pot,45.82,3.1,3.8
1150,Heavenly Resto Leipzig,Leipzig,French,Profiteroles,53.41,1.3,1.0
1151,Exotic Palace Leverkusen,Leverkusen,Mediterranean,Briam,57.06,3.4,4.7
1152,Flavorful Feast Chemnitz,Chemnitz,Turkish,Köfte,73.74,1.6,2.0
1153,Fusion Delights Siegen,Siegen,Turkish,Etli Ekmek,67.13,4.1,3.7
1154,Spicy Den Trier,Trier,French,Crème Brûlée,7.62,4.4,1.7
1155,Tasty Delights Koblenz,Koblenz,Indian,Chicken Tikka Masala,59.54,1.1,3.8
1156,Sizzling Bites Siegen,Siegen,Indian,Pav Bhaji,55.56,4.9,4.8
1157,Authentic Burger Spot Hanover,Hanover,Italian,Ossobuco,70.68,4.6,2.8
1158,Smoky Retreat Halle (Saale),Halle (Saale),French,Beef Bourguignon,58.76,1.4,3.2
1159,Exotic Corner Gelsenkirchen,Gelsenkirchen,French,Beef Bourguignon,65.89,4.0,1.4
1160,Elegant Eats Gelsenkirchen,Gelsenkirchen,Thai,Tom Kha Gai,18.48,1.9,2.0
1161,Authentic Palace Oberhausen,Oberhausen,German,Currywurst,42.14,4.5,3.9
1162,Vibrant Food Spot Münster,Münster,Mediterranean,Shakshuka,67.47,2.8,3.4
1163,Exotic Diner Heidelberg,Heidelberg,German,Haxe (Pork Knuckle),31.02,2.9,1.2
1164,Grand Tavern Dortmund,Dortmund,Thai,Massaman Curry,63.45,1.9,1.9
1165,Smoky Food Spot Hamburg,Hamburg,Japanese,Unagi Don,20.3,1.7,3.5
1166,Succulent Tavern Erlangen,Erlangen,Turkish,Manti,70.28,1.0,1.9
1167,Royal Bites Offenbach,Offenbach,Turkish,Baklava,9.81,3.2,2.7
1168,Royal Cuisine Siegen,Siegen,Japanese,Tempura,64.22,1.5,3.4
1169,Spicy Heaven Aachen,Aachen,Indian,Paneer Butter Masala,65.82,2.6,4.0
1170,Sizzling Food Spot Göttingen,Göttingen,Turkish,Pide,75.89,3.4,1.3
1171,Flavorful Corner Trier,Trier,Mexican,Churros,69.67,3.7,2.1
1172,Delicious Delights Erlangen,Erlangen,German,Eisbein mit Sauerkraut,40.02,2.9,2.9
1173,Exquisite Cuisine Magdeburg,Magdeburg,French,Coq au Vin,72.05,3.6,3.6
1174,Savory Gastronomy Aachen,Aachen,Mediterranean,Greek Salad,6.76,4.1,3.3
1175,Crispy Heaven Bergisch Gladbach,Bergisch Gladbach,Turkish,Karniyarik,58.32,4.6,4.2
1176,Rustic Bites Wolfsburg,Wolfsburg,Indian,Aloo Paratha,37.61,3.5,2.8
1177,Fusion Heaven Braunschweig,Braunschweig,French,Duck Confit,70.64,3.0,3.5
1178,Tasty Pizza House Bremerhaven,Bremerhaven,Japanese,Shabu Shabu,28.58,1.8,4.8
1179,Divine Flavors Mainz,Mainz,Chinese,Char Siu Pork,5.08,4.8,2.4
1180,Crispy Den Erlangen,Erlangen,Mexican,Enchiladas,20.07,1.6,2.6
1181,Savory Tavern Regensburg,Regensburg,Italian,Bruschetta,50.16,2.8,2.8
1182,Gourmet Resto Bottrop,Bottrop,Chinese,Century Egg Congee,42.1,2.4,1.5
1183,Delicious Tavern Essen,Essen,Chinese,Sichuan Hot Pot,22.5,4.9,2.5
1184,Fusion Hub Gelsenkirchen,Gelsenkirchen,Mexican,Tacos,39.05,1.3,4.1
1185,Elegant Heaven Mülheim,Mülheim,Mexican,Elote,35.94,1.8,1.4
1186,Royal Resto Erlangen,Erlangen,Chinese,Hot and Sour Soup,6.97,2.1,2.7
1187,Fresh Resto Offenbach,Offenbach,French,Croissant,37.47,3.0,3.9
1188,Yummy House Pforzheim,Pforzheim,Indian,Dal Makhani,4.2,2.4,1.0
1189,Savory Pizza House Duisburg,Duisburg,German,Labskaus,59.36,4.7,3.7
1190,Grand Tavern Hanover,Hanover,German,Spätzle,10.05,2.3,3.6
1191,Grand Cuisine Nuremberg,Nuremberg,Turkish,Kumpir,61.19,2.2,4.1
1192,Vibrant Retreat Bergisch Gladbach,Bergisch Gladbach,Chinese,Chow Mein,65.03,2.0,3.9
1193,Crispy Pizza House Herne,Herne,Mediterranean,Paella,16.31,3.1,1.1
1194,Exotic Retreat Offenbach,Offenbach,Indian,Ras Malai,23.95,1.3,2.0
1195,Cozy Den Münster,Münster,Thai,Som Tum (Papaya Salad),29.04,1.3,2.5
1196,Tasty House Stuttgart,Stuttgart,Thai,Som Tum (Papaya Salad),17.51,2.3,4.3
1197,Rustic Den Aachen,Aachen,Mexican,Burrito,64.84,2.6,1.3
1198,Cozy Tavern Essen,Essen,French,Moules Marinières,6.58,4.5,1.4
1199,Juicy Nest Essen,Essen,Italian,Pasta Carbonara,79.71,4.3,3.9
1200,Vibrant Barbecue Heidelberg,Heidelberg,German,Pretzel & Beer,58.25,4.0,4.0
1201,Zesty Bistro Münster,Münster,Indian,Ras Malai,22.35,1.6,4.3
1202,Royal Bistro Münster,Münster,Japanese,Udon Noodles,34.66,4.1,3.1
1203,Zesty Tavern Hamburg,Hamburg,Turkish,Kumpir,63.52,2.9,3.9
1204,Yummy Eats Bonn,Bonn,Thai,Khao Soi,73.34,3.9,3.6
1205,Vibrant Food Spot Bonn,Bonn,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),11.77,4.8,4.3
1206,Spicy Den Wuppertal,Wuppertal,Japanese,Sushi Combo,70.28,4.2,1.5
1207,Delicious Oasis Offenbach,Offenbach,Mexican,Fajitas,56.07,1.9,3.5
1208,Heavenly Resto Heidelberg,Heidelberg,Turkish,Karniyarik,62.57,3.4,4.7
1209,Juicy Palace Leipzig,Leipzig,Indian,Idli Sambar,14.1,3.8,2.2
1210,Sizzling Eats Essen,Essen,French,French Onion Soup,9.8,4.2,2.6
1211,Authentic Retreat Dresden,Dresden,Mexican,Quesadilla,53.68,3.8,4.7
1212,Delicious Bistro Göttingen,Göttingen,Turkish,Menemen,41.95,4.9,2.9
1213,Rustic Bites Leipzig,Leipzig,Turkish,Kumpir,76.96,1.2,1.4
1214,Fresh Grill Bremerhaven,Bremerhaven,Indian,Ras Malai,40.8,3.2,3.6
1215,Divine Food Spot Munich,Munich,Mexican,Burrito,57.52,4.2,4.5
1216,Golden Den Salzgitter,Salzgitter,Chinese,Spring Rolls,28.23,1.9,1.4
1217,Juicy Cuisine Essen,Essen,Japanese,Natto with Rice,51.02,3.6,3.8
1218,Smoky Diner Essen,Essen,French,Duck Confit,49.84,1.3,2.5
1219,Exotic Pizza House Mainz,Mainz,Turkish,Lahmacun Wrap,18.07,4.6,3.0
1220,Fusion Table Dresden,Dresden,Japanese,Unagi Don,71.05,2.3,2.5
1221,Flavorful Hub Mainz,Mainz,Thai,Tom Yum Soup,36.83,3.9,4.9
1222,Savory Bistro Halle (Saale),Halle (Saale),German,Matjes Brötchen,4.17,4.7,1.7
1223,Juicy Corner Leverkusen,Leverkusen,Japanese,Tempura,1.54,4.4,4.5
1224,Succulent Flavors Aachen,Aachen,Italian,Risotto,7.42,3.1,5.0
1225,Tasty Food Spot Aachen,Aachen,German,Bratwurst,16.3,3.6,2.5
1226,Golden Nest Bochum,Bochum,Chinese,Sesame Chicken,61.36,1.2,2.3
1227,Yummy Grill Berlin,Berlin,German,Matjes Brötchen,23.41,4.2,1.3
1228,Savory Heaven Wolfsburg,Wolfsburg,Thai,Tod Mun Pla (Fish Cakes),21.68,3.4,1.1
1229,Spicy Den Düsseldorf,Düsseldorf,French,Bouillabaisse,68.12,1.3,2.4
1230,Exquisite House Hamburg,Hamburg,Mexican,Nachos,41.76,2.6,4.8
1231,Grand Cellar Oberhausen,Oberhausen,Thai,Mango Sticky Rice,36.73,2.0,1.6
1232,Zesty Food Spot Aachen,Aachen,French,French Onion Soup,68.49,1.2,3.5
1233,Divine Resto Münster,Münster,Turkish,Döner Kebab,6.88,4.5,3.3
1234,Spicy Tavern Kassel,Kassel,Thai,Khao Soi,17.58,4.1,4.6
1235,Heavenly Food Spot Halle (Saale),Halle (Saale),Turkish,Döner Kebab,77.17,2.8,4.1
1236,Heavenly Resto Salzgitter,Salzgitter,Indian,Rogan Josh,73.27,2.2,3.9
1237,Zesty Tavern Potsdam,Potsdam,Chinese,Sichuan Hot Pot,51.13,2.1,2.6
1238,Crispy Pizza House Bonn,Bonn,Thai,Larb Gai,70.29,1.8,3.1
1239,Fresh Flavors Göttingen,Göttingen,Chinese,Lotus Root Salad,59.31,3.9,3.9
1240,Savory Resto Bergisch Gladbach,Bergisch Gladbach,French,Bouillabaisse,72.59,4.2,3.6
1241,Zesty Cuisine Kassel,Kassel,Mediterranean,Tzatziki,55.88,1.3,1.0
1242,Rustic Grove Braunschweig,Braunschweig,Italian,Bolognese Pasta,12.42,2.0,4.7
1243,Divine Eats Bonn,Bonn,Thai,Thai Fried Rice,33.48,2.6,3.4
